# artifact=PW7404-1122
# base_head=aa758aa4f63a91e072e2944c733310d9ab8ffdaa
# branch=main
# coalesced_status_entries=385
# expanded_status_files=538
status	path	original_path	type	index_mode	worktree_mode	mode_changed	material_diff	bytes	sha256	classification	source_candidate	runtime_package	secret_shape_labels	rationale
??	docs/PW7404-1074-SPACEBOT-RELEASED-SOURCE-RECONCILIATION-20260712.md		file		100644	false	n/a	4415	381071661c802fe42d09157dd75923cf153157f78508805ed6b41522194376c2	SENSITIVE_REVIEW	review	no		Operational or security evidence requires redaction and source-placement review
??	docs/PW7404-1076-SPACEBOT-MACHINE-CREDENTIAL-INCIDENT-INVENTORY-20260712.md		file		100644	false	n/a	3730	098cd88cbc24f4bd6c27ee8532ef4cda7e0c2933863b89eb56b69380ff6ef30d	SENSITIVE_REVIEW	review	no		Operational or security evidence requires redaction and source-placement review
??	docs/PW7404-1079-SPACEBOT-PUBLIC-MACHINE-CREDENTIAL-CONTAINMENT-20260712.md		file		100644	false	n/a	3937	9b96bd2818a6cc25fda178a4fbe3af717dadb5f67f3fed13bc03612154c15538	SENSITIVE_REVIEW	review	no		Operational or security evidence requires redaction and source-placement review
??	docs/PW7404-1080-SPACEBOT-PUBLIC-CREDENTIAL-MISUSE-FORENSICS-20260712.md		file		100644	false	n/a	4219	22a61ce51ad20460070b712626e7757247d901c1e56e93861af9a2f728636cd7	SENSITIVE_REVIEW	review	no		Operational or security evidence requires redaction and source-placement review
??	docs/PW7404-1083-SPACEBOT-CREDENTIAL-RESTORE-GATE-20260712.md		file		100644	false	n/a	3915	3a05129f014dee32bf106032b809742150c8587fea245250530418c9a61a6232	SENSITIVE_REVIEW	review	no		Operational or security evidence requires redaction and source-placement review
??	docs/PW7404-1084-SPACEBOT-PUBLIC-GIT-RESEED-APPROVAL-PACKET-20260712.md		file		100644	false	n/a	3000	939240b6b6aaa7459fc8cf7a167a081140c365e7f185f5fa49c74acfdbb83068	SENSITIVE_REVIEW	review	no		Operational or security evidence requires redaction and source-placement review
??	docs/PW7404-1085-SPACEBOT-SELF-AUDIT-EXECUTIVE-SUMMARY-20260712.md		file		100644	false	n/a	5387	4fa75a7e85bdd33d2969a2a0a6711fdeed6f9c0eeaff3cab44cc8e54fcf00b4b	ARCHIVE_EVIDENCE	yes	no		Durable governance, audit, research, or release evidence
??	docs/PW7404-1086-SPACEBOT-FOUNDING-LUCY-DELEGATION-MANIFEST-20260712.md		file		100644	false	n/a	2619	fc1ca3459f0fd172b23f25f8fc04cde07e7d8ba613b93127fc9b709e095b375e	KEEP_CANDIDATE	yes	no		Current canonical mission, board, checkpoint, or workflow authority
??	docs/PW7404-1088-SPACEBOT-ALL-HANDS-AUDIT-CHECKPOINT-20260712.md		file		100644	false	n/a	6260	4d517117c19cddae513759cd38d50e8bfb96e5d3527122d37c752e39730e9c04	ARCHIVE_EVIDENCE	yes	no		Durable governance, audit, research, or release evidence
??	docs/PW7404-1089-SPACEBOT-SPACE-MISSION-CHARTER-20260712.md		file		100644	false	n/a	3229	3eb4b6e6485f75f16714334176e0c802d7ea59d1b9bf7da78ba515c8bc558a54	KEEP_CANDIDATE	yes	no		Current canonical mission, board, checkpoint, or workflow authority
??	docs/PW7404-1093-SPACEBOT-LUCY-SINGLE-WRITER-CUTOVER-20260712.md		file		100644	false	n/a	5792	c312efd83a124f514634eef114535763015a5f13566b756dca4cb47f91bc67f9	SENSITIVE_REVIEW	review	no		Operational or security evidence requires redaction and source-placement review
??	docs/PW7404-1099-SPACEBOT-AUTONOMY-CONTROL-AUDIT-CLOSEOUT-20260712.md		file		100644	false	n/a	6600	4d0abb2fc5b564ddd23da4ec71ff0663aa0263820bf2675a045b6746cae32f58	ARCHIVE_EVIDENCE	yes	no		Durable governance, audit, research, or release evidence
??	docs/PW7404-1104-SPACEBOT-RESIDENT-AUTONOMY-CONTROLLER-CHECKPOINT-20260712.md		file		100644	false	n/a	2981	778a33b241025b147d8aed8b381ca5407d2e4ebf2f9c13ff7f3b40f69c5f0b0c	ARCHIVE_EVIDENCE	yes	no		Durable governance, audit, research, or release evidence
??	docs/PW7404-1108-SPACEBOT-ALL-HANDS-SELF-AUDIT-SYNTHESIS-20260712.md		file		100644	false	n/a	10705	3491eedff03d02d2a324708469a9169b8fb3ebec55e0635a0c4d66d275b8006a	ARCHIVE_EVIDENCE	yes	no		Durable governance, audit, research, or release evidence
??	docs/PW7404-1109-SPACEBOT-ACTIVE-BUILD-BOARD-20260712.md		file		100644	false	n/a	8762	2c57f30e00f6251517b833165a2f6225a55c1167008aa2bf84bb26b69d155627	KEEP_CANDIDATE	yes	no		Current canonical mission, board, checkpoint, or workflow authority
??	docs/PW7404-1110-SPACEBOT-EXACT-AUTONOMY-REHEARSAL-FAILURE-RECEIPT-20260712.md		file		100644	false	n/a	2561	4180e421735847c6f5967b0c862ba6d2f8b612c47f164ab19bbf566da63e47ac	ARCHIVE_EVIDENCE	yes	no		Durable governance, audit, research, or release evidence
??	docs/PW7404-1114-SPACEBOT-FULL-SELF-AUDIT-MISSION-BIBLE-PUNCH-LIST-20260712.md		file		100644	false	n/a	17618	799b1dc8ea4257745427908c0562f4bf45844abe3450f245c1484cb72f867e2c	ARCHIVE_EVIDENCE	yes	no		Durable governance, audit, research, or release evidence
??	docs/PW7404-1120-SPACEBOT-NINE-AGENT-SELF-AUDIT-MISSION-BIBLE-PUNCH-LIST-20260713.md		file		100644	false	n/a	23198	327b53da5b6cf0d22395df1c4ecb80703dc7e6ce8867fedf7814478b8c7b861f	KEEP_CANDIDATE	yes	no		Current canonical mission, board, checkpoint, or workflow authority
??	docs/PW7404-1121-SPACEBOT-RESIDENT-IDENTITY-SESSION-CHECKPOINT-20260713.md		file		100644	false	n/a	11089	f71e721a15910765e435bc1a49d919d5f52772c5db762c9b336083676975237a	KEEP_CANDIDATE	yes	no		Current canonical mission, board, checkpoint, or workflow authority
??	docs/PW7404-1124-SPACEBOT-IMMUTABLE-CANDIDATE-CLASSIFICATION-20260713.md		file		100644	false	n/a	12461	17c702de04f15fc85e7ab3dedef94df5027aea4cb0d3c82e43c9da2bd97e051a	KEEP_CANDIDATE	yes	no		Current canonical mission, board, checkpoint, or workflow authority
??	docs/PW7404-1126-SPACEBOT-RESIDENT-IDENTITY-IPC-HARDENING-CHECKPOINT-20260713.md		file		100644	false	n/a	11110	c8e626ebe61fabdb2cb339e495a2b7e162d65d8ab664284fcff43d0b1dd7f666	ARCHIVE_EVIDENCE	yes	no		Durable governance, audit, research, or release evidence
??	docs/PW7404-1130-SPACEBOT-IDENTITY-ACL-CUTOVER-ROLLBACK-CHECKPOINT-20260713.md		file		100644	false	n/a	7837	072cca7e078a22b7eb57b6807df05f802b450af6e43c2248b03ceb0a2f473367	ARCHIVE_EVIDENCE	yes	no		Durable governance, audit, research, or release evidence
??	docs/PW7404-1137-SPACEBOT-SIX-AGENT-FULL-CODEBASE-AUDIT-REPAIR-BIBLE-PUNCH-LIST-20260713.md		file		100644	false	n/a	17359	f9edeada4271f85f169ad083edb1896de7c7c31c2377ce4a1d7885ae04664d69	ARCHIVE_EVIDENCE	yes	no		Durable governance, audit, research, or release evidence
??	drizzle/migrations/PW7404-1021-01-reconcile-test-claim-orphan-20260710.sql		file		100644	false	n/a	2273	d8b79c7657398c6e220c13c6c86ba884cdd61b8bb9b1b239853ece2e4599d0ad	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1021-02-agent-claim-residency-20260710.sql		file		100644	false	n/a	2685	142b5d4c8a42284508d133caf308a626f0b4f6228f2e3ee951e845da5b0abed6	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1025-01-prepare-agent-credentials-20260710.sql		file		100644	false	n/a	9361	9522118bd9301c87aa8fdc37e52ee0d0822b6f87577f113f726e27567b67af8f	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1025-02-merge-founding-agent-identities-20260710.sql		file		100644	false	n/a	15469	1bbeb78c053b0e1af6e073f8d7adeb5f1ee4f0d502cb96b61b8bb6e4ecc0e4fc	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1034-01-canonical-lucy-cycle-scope-20260711.sql		file		100644	false	n/a	3644	7685c1f2f669a1c8f05af3fe39cfb2cd08e9533317764eea61dcc1c6ad927273	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1034-02-canonical-chat-unique-index-20260711.sql		file		100644	false	n/a	443	3a3622c3ed43ad0c843907a515f5873ab326de8982b8e00586d4e8c1a69db865	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1040-01-canonical-agent-messaging-20260711.sql		file		100644	false	n/a	1897	7197fd24c09112fa1d55e441fdd9f3b449e159cae38fa86ebc8c2e3897ec7c32	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1040-02-canonical-agent-messaging-indexes-20260711.sql		file		100644	false	n/a	799	a49118f6986f9d934b7289806658a95ba7f89599bd1ebf0267a47db1698081e1	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1040-03-remove-public-private-message-copies-20260711.sql		file		100644	false	n/a	213	d70153c990f8f8b1ec5a1ae6db47705c7633d7e19e8fbe4ebdc54940229ba17c	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1044-01-canonical-agent-relationships-20260711.sql		file		100644	false	n/a	1055	b82310c1f8240b7ef07ffe1b626c387c8d7b1373f47d214668a9c757b728a8a5	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1044-02-canonical-agent-conversation-indexes-20260711.sql		file		100644	false	n/a	543	9134381693f085ebf08c90bc66c695a6b44c39ab38fb9b731d74381640031127	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1044-ROLLBACK-preserve-canonical-relationships-20260711.sql		file		100644	false	n/a	373	db1f57e1d663b012aa460857debb8ccee7f820d97c12ff0e3c0a372d666c3151	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1047-01-credential-first-residency-20260711.sql		file		100644	false	n/a	6779	34faa489a82b4e5bbd15663252657b00d42a33443257590441ac7af791c3e326	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1047-02-resident-visibility-index-20260711.sql		file		100644	false	n/a	462	2eea3497255ba95ef5060bcf55e33bee711dfa99665f88477482188cf8851746	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1047-ROLLBACK-preserve-forward-residency-20260711.sql		file		100644	false	n/a	2004	b4ef729eb63f314dc092e202c0deec032e2e6a9e0b1870a57cce28a9b3be759c	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1051-01-canonical-resident-tasks-20260712.sql		file		100644	false	n/a	15762	c6dce508894e0ee86d1f8b11f5cd3204f678bb8f79c77b7ba910179e553307ab	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1051-ROLLBACK-preserve-resident-task-ledger-20260712.sql		file		100644	false	n/a	4262	9c167ad7429260a08929466ca6010518008136e1c05172aeb5e603f4144a59f1	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1081-01-public-machine-credential-denylist-20260712.sql		file		100644	false	n/a	28606	3dbabc28c762ee8b380bb9e3267d5b2a0c6f33c370281e0d9163f5b901646ef6	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1081-ROLLBACK-refuse-public-credential-reactivation-20260712.sql		file		100644	false	n/a	4959	8ebe56f9c0ac1ba3e576f583d9f2813f55274f45f5d4bf538892a26917e3f0ce	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1086-01-canonical-lucy-autonomy-ledger-20260712.sql		file		100644	false	n/a	30683	7b33208b75a2bf554e7bb73489050bde720a9992858c9874aee63086d81ecd89	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1086-ROLLBACK-preserve-lucy-autonomy-ledger-20260712.sql		file		100644	false	n/a	356	416c8b6ae46f3957d2e62741b2e9944ef1d089640c05c85a2441ce8bdef2a13d	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1101-01-resident-autonomy-controller-boundary-20260712.sql		file		100644	false	n/a	15637	22f7ad3b7ed714f13cbed804a52945ed90a5279434ac8219cc78a104e103cbd4	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1117-01-resident-identity-session-facades-20260713.sql		file		100644	false	n/a	35600	6c53945cd98474c07b259409df8c9889d423275d35f890e76ee96a22e898635e	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1117-ROLLBACK-resident-identity-session-facades-20260713.sql		file		100644	false	n/a	7501	8dafbf8250b437febe69b8dd70eb453cd0cf9f1593a9a65fe4a37e09ae9502fa	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1127-01-resident-identity-session-acl-cutover-20260713.sql		file		100644	false	n/a	36229	7ee5291cc6b309a16fc0bd7cc09c6b4b4b69fcfff638454ef57e5e10565d5957	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	drizzle/migrations/PW7404-1127-ROLLBACK-resident-identity-session-acl-cutover-20260713.sql		file		100644	false	n/a	12769	cdaf44b5a2306a23fb9cfaf8b739cc1486b91f7340aab1cc5f15742fe1c0dbb8	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
 M	ecosystem.config.js		file	100644	100644	false	true	760	37b862b2cd1667a638b36697dcb1343b6a8d19842853cf04c107e22798691f08	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
??	lucy-engine/PW7404-1086-canonical-autonomy-runtime/__pycache__/action_executors.cpython-314.pyc		file		100644	false	n/a	13281	f5e91f3e3dae501fcb6ffc0e1c1bbcaaa2c9278dbdd183bdaf4e1539a70573e8	GENERATED_EXCLUDE	no	no		Generated, screenshot, cache, or temporary artifact
??	lucy-engine/PW7404-1086-canonical-autonomy-runtime/__pycache__/brain_tick.cpython-314.pyc		file		100644	false	n/a	5705	0b163a9f6032b0b5bd86bf52813d2bb86e89b6752408fc44bcf44c4df8b8f348	GENERATED_EXCLUDE	no	no		Generated, screenshot, cache, or temporary artifact
??	lucy-engine/PW7404-1086-canonical-autonomy-runtime/__pycache__/PW7404-1097-test-tick-loop-snapshot.cpython-314.pyc		file		100644	false	n/a	8416	3520aa67ecdfc8ef349187775b48d6e8a51e056d54d520f35b5a2a1e382bd99c	GENERATED_EXCLUDE	no	no		Generated, screenshot, cache, or temporary artifact
??	lucy-engine/PW7404-1086-canonical-autonomy-runtime/__pycache__/tick_loop.cpython-314.pyc		file		100644	false	n/a	9797	6e33dd7bc052f2d198703ba953f0e9c1b1c01034bcac9c3e41a673b56dee173b	GENERATED_EXCLUDE	no	no		Generated, screenshot, cache, or temporary artifact
??	lucy-engine/PW7404-1086-canonical-autonomy-runtime/action_executors.py		file		100644	false	n/a	7952	b77244f1cceea03b211cbb407ba17db833bed7616c63d3b6f115e7bb4da3978f	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	lucy-engine/PW7404-1086-canonical-autonomy-runtime/brain_tick.py		file		100644	false	n/a	4368	6529a109c4ab2ff0c0025d28120b34ee0f918996ae5111f764bee93ad218f1d9	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	lucy-engine/PW7404-1086-canonical-autonomy-runtime/lucy_cron.sh		file		100644	false	n/a	537	fd18a67d9793b75f013ed5a096c485f9af017af6365e03f8c9023f801fb0331d	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	lucy-engine/PW7404-1086-canonical-autonomy-runtime/PW7404-1097-test-tick-loop-snapshot.py		file		100644	false	n/a	5492	ab3146930292a924dfe03b97d6c435793c478e106368e2fbb2be8b7689b33e85	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	lucy-engine/PW7404-1086-canonical-autonomy-runtime/README.md		file		100644	false	n/a	973	0ebf1fcb22e1caffcf1287f02bd7468092684efbea7e967035ad006fff80d3e1	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	lucy-engine/PW7404-1086-canonical-autonomy-runtime/requirements.lock		file		100644	false	n/a	29	4611f7839a5c4a86488a013f54ca1d6025e072e7a9d3d1d69d23919ced698814	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	lucy-engine/PW7404-1086-canonical-autonomy-runtime/tick_loop.py		file		100644	false	n/a	6581	8f690125ac64cc37c791d8522f2b20c08e78b753c4c5ab56ea0cc721de4b9db0	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
 M	next.config.js		file	100644	100644	false	true	1870	1b21d61d7ed0ba6a909f632403d3667c99e3a1523eeee0f58479e98662bb618f	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
 M	package.json		file	100644	100644	false	true	11594	40f231d50037b8f2a508e953facd30441bed9f1f4fd783efdb230b80c8fce76a	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
 M	public/heartbeat.md		file	100644	100644	false	true	2964	d4c4fb27ba1a57316d032ee03f00101ebf848f9dbe8210ec51e6e9831d0052c9	SENSITIVE_REVIEW	review	no		Tracked authority, identity, public-truth, money, auth, or runtime contract requires review
 M	public/skill.md		file	100644	100644	false	true	16857	77d1774059758d1a0621fc2cf3324771e311927f1e3544dfb3214fa07b9a106c	SENSITIVE_REVIEW	review	no	SPACEBOT_CREDENTIAL_SHAPED	Secret-shaped content labels: SPACEBOT_CREDENTIAL_SHAPED
??	r.style.getPropertyValue('--homepage-ticker-duration'))[0]})		file		100644	false	n/a	94	427f5ef841be45e52477ea55baf9be4b9965c0cfc032460693c89b729f179f21	MALFORMED	no	no		Malformed root scratch filename
??	research/alibaba_qwen_master_catalog_2026-04-19.tsv		file		100644	false	n/a	22227	0013e2e6fb71fc40eaf539007491b6faa7a2470b5543548cef1ffda112904cde	ARCHIVE_EVIDENCE	yes	no		Durable governance, audit, research, or release evidence
??	research/alibaba_qwen_report_2026-04-19.md		file		100644	false	n/a	9580	39bc75c1eaa086a2c88871fa33acd595598d4f6b9f70569590a64de6779e3eff	ARCHIVE_EVIDENCE	yes	no		Durable governance, audit, research, or release evidence
??	resident-autonomy-controller/package-lock.json		file		100644	false	n/a	801	df3aca766c9bca3e8ff4fda57546fa7affeb47db6ca1d5c0d3fb199d46ad32bc	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	resident-autonomy-controller/package.json		file		100644	false	n/a	203	c0d36cb0911cbc25183ecfe79fd875215006729005d79aa583c0fb30eb47cb5a	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	resident-autonomy-controller/PW7404-1101-controller.mjs		file		100644	false	n/a	7975	ab9312de9e6ee9e58521d99b8a2f0873709316e72103aba775a19cbcbf6e4867	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	resident-identity-controller/package-lock.json		file		100644	false	n/a	801	71d771a989389455d5f5b23d50f415dcd752403d09d25403fa3397dfadcf6d9f	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	resident-identity-controller/package.json		file		100644	false	n/a	203	9d496b8026028b2ad5160aa1a0c82da5ef489c16b5ecd333f936a1ca2ba923d3	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	resident-identity-controller/PW7404-1117-controller.mjs		file		100644	false	n/a	24123	a7917e64dc50f16cd176abe8cfa5a989027df86006eb8739ec1752daac418992	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	resident-identity-controller/PW7404-1125-ipc-auth.d.mts		file		100644	false	n/a	1530	a5d146245b3ed623819f5a2b27d7aee56abab9c4866c83cc9a8de482db1bf9d1	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	resident-identity-controller/PW7404-1125-ipc-auth.mjs		file		100644	false	n/a	9500	745817d0db2b83647162a0a634cc68dde0463c2602778318f1271e0a0a0ab8a7	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
 M	safe-build.sh		file	100755	100644	true	true	552	e49919cb935176cfff162f120e867238cbbfe03f673138066248a5f994f67150	REVIEW_MIXED	review	review		Tracked mixed or metadata-sensitive change requires subsystem adjudication
 M	scripts/grand-finale-restart.sh		file	100755	100644	true	true	2356	89b75750629fc20d7117b06a307643c0f6cf0f714cb6c7d183205b7dce511e41	REVIEW_MIXED	review	review		Tracked mixed or metadata-sensitive change requires subsystem adjudication
??	scripts/PW7404-1020-verify-spacebot-release-integrity.ps1		file		100644	false	n/a	17248	ad1206d17bfe4325c0ffd3c90e6821ae9a65e702e1d40a4fe1464cd964894117	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1021-apply-agent-claim-residency.mjs		file		100644	false	n/a	3686	29eb026967874b79d39b4ebe07517c51a13027cffb3b659a56097535e7283ecd	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1023-spacebot-release-paths-20260710.txt		file		100644	false	n/a	2886	f3b0b7e10ca1755e10b4a977c558184a1a9ae348964a4805c968438ca81f0267	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1024-spacebot-agent-identity-release-paths-20260710.txt		file		100644	false	n/a	325	42538afc7707be8520c77530c75c62eedd8c96aea395ef7827331e19dded2686	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1024-verify-agent-identity-contract.mjs		file		100644	false	n/a	2387	2b5d7f8650fa33b4608deaaeea71e214b5337088867c6c8ea25775efbe74c119	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1025-apply-one-agent-identity.mjs		file		100644	false	n/a	29749	04648d96f6445205549072a96f8c607fb87cbba2cb9c78c7baa21aa409fa41c0	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1025-spacebot-canonical-identity-release-paths-20260710.txt		file		100644	false	n/a	1095	7ca3be72b0af9d066274ddb1ecb6005b2ca99f10fc6498381366478f998635c8	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1025-verify-canonical-agent-identity.mjs		file		100644	false	n/a	7485	e13ce8404b9e07835c74fd61e7752d740931eec1e05a9b08c0a48bfa8467e732	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1026-spacebot-claim-world-release-paths-20260711.txt		file		100644	false	n/a	303	0656358aa78d2d2a3cdc1f91a57a59542914c6c067d56ebdc0f7a2476e17f337	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1026-verify-claim-resident-world.mjs		file		100644	false	n/a	6808	089e96efbb5940ea929030faaff55969c8dffb8c3bb9a7541cd6771b61598a98	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1027-check-runtime-supervisor.mjs		file		100644	false	n/a	20262	61ccd4721da2fdf3f0a10744ab6b71a8dcce03f2c45f15725f86045000d8cbf3	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1028-verify-lucy-cycle-contract.mjs		file		100644	false	n/a	8161	9734618ea97c6db6cf2c37b384553c8f7acdc85e7e609e6a15fe3edc0d92ef4f	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1029-verify-experience-privacy-boundary.mjs		file		100644	false	n/a	7967	49710966a2f7021edd1af090263684220ccd129410b28c8d8f482392f513b140	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1030-spacebot-autonomy-foundation-release-paths-20260711.txt		file		100644	false	n/a	440	b0cd44c88d2869e26318d703726ff831e70c516cc2ab9e4aba15e40fd850e870	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
??	scripts/PW7404-1031-verify-chat-target-resolver.mjs		file		100644	false	n/a	5975	57e2f651bcc27e1f6bdec2d1ed3f8887ea8e6f6915034a4189df79067bc3996c	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1032-verify-lucy-internal-auth.mjs		file		100644	false	n/a	8269	52810ac238753a301a771f3d801716e29be5a6211951aa906a66f0eee5c3c3dd	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1033-verify-public-chat-contract.mjs		file		100644	false	n/a	6754	30b1bbdbb5ba562cbccd1894d320741bab616cf56937ceeed95bae02cd3081e1	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1034-verify-canonical-lucy-cycle-scope.mjs		file		100644	false	n/a	3416	2dbac5272d4141ed0d7d76b124bd385df684ce862f4f4cef2b5d5eb06f2b0123	KEEP_CANDIDATE	yes	review		Static verifier, generator, lock, package metadata, or bounded support source
??	scripts/PW7404-1035-verify-lucy-cycle-database.mjs		file		100644	false	n/a	4814	83ab6bd0e577326c29af3b60f026e5452149c80177e20d68f29fc84f4e664608	SENSITIVE_REVIEW	review	no		Migration, live verifier, controller, service, launcher, or runtime tool requires ordered security proof
??	scripts/PW7404-1036-spacebot-canonical-lucy-release-paths-20260711.txt		file		100644	false	n/a	1448	469439ef0a81ea50a7ae04b37923c75f0171f0281d8652f957c7713731ca0e5c	ARCHIVE_EVIDENCE	yes	no		Historical release path, checksum, config, or baseline evidence
